Time,Pump ID,Engine RPM,Engine % Load,Engine Coolant Temperature,Fuel Temperature,Fuel Pressure,Engine Oil Temperature,Engine Oil Pressure,Gear,Transmission Oil Pressure,Transmission Oil Temperature,Discharge Pressure, Hydraulic Power,Lube Oil Pressure,Lube Oil Temperature,Pump RPM,Discharge Rate,Discharge Total,Charge Pressure
3:38:50 PM,,0,0,93.2,0,0.0,0,0.0,0,0.4,90,-4,0,-0.1,89,0,0.0,0,0.2,
4:44:32 PM,,1900,100,186.8,0,67.3,0,64.4,11,104.7,192,6216,2629,131.3,115,242,17.3,377,47.4,
4:44:33 PM,,1901,100,185.0,0,67.9,0,65.0,11,98.5,192,6190,2618,133.3,115,242,17.3,377,44.8,
4:44:34 PM,,1901,100,186.8,0,67.3,0,65.5,11,100.4,192,6218,2628,132.3,115,242,17.3,377,46.9,
4:44:35 PM,,1900,100,186.8,0,67.9,0,64.4,11,102.2,192,6202,2623,133.8,115,242,17.3,378,50.1,
4:44:36 PM,,1902,100,186.8,0,67.9,0,65.0,11,98.1,192,6214,2626,131.3,115,242,17.3,378,47.2,
4:44:37 PM,,1900,100,186.8,0,67.3,0,65.0,11,103.5,192,6198,2621,132.5,115,242,17.3,378,52.0,
4:44:38 PM,,1900,100,186.8,0,67.3,0,64.4,11,102.9,192,6205,2623,131.3,115,242,17.3,378,50.1,
4:44:39 PM,,1898,100,186.8,0,67.3,0,65.0,11,99.8,192,6200,2623,132.2,115,242,17.3,379,49.4,
4:44:40 PM,,1899,100,186.8,0,67.3,0,65.0,11,102.4,192,6202,2621,129.8,115,242,17.3,379,44.5,
4:44:41 PM,,1902,100,186.8,0,67.3,0,64.4,11,100.4,192,6203,2624,130.6,115,242,17.3,379,48.8,
4:44:42 PM,,1900,100,186.8,0,67.3,0,65.0,11,98.9,192,6198,2619,130.4,115,242,17.3,380,44.3,
4:55:18 PM,,1898,100,186.8,0,66.7,0,64.4,11,103.7,192,6212,2626,132.1,123,242,17.3,471,46.1,
4:55:19 PM,,1897,100,186.8,0,66.7,0,65.0,11,105.9,192,6197,2617,133.3,123,242,17.2,471,50.6,
4:55:20 PM,,1897,100,186.8,0,66.7,0,64.4,11,103.2,192,6194,2618,133.8,123,242,17.3,472,53.0,
4:55:21 PM,,1900,100,186.8,0,67.3,0,64.4,11,98.9,192,6200,2618,134.5,123,242,17.2,472,50.0,
4:55:22 PM,,1900,100,186.8,0,66.7,0,65.0,11,104.5,192,6195,2616,135.4,123,242,17.2,472,41.6,
4:55:23 PM,,1898,100,186.8,0,66.7,0,64.4,11,103.5,192,6212,2625,135.3,123,242,17.3,473,50.6,
4:55:24 PM,,1903,99,186.8,0,66.7,0,65.0,11,102.8,192,6204,2622,135.2,123,242,17.3,473,46.3,
4:55:25 PM,,1900,100,186.8,0,67.3,0,65.0,11,101.2,192,6216,2627,134.3,123,242,17.3,473,44.4,
4:55:26 PM,,1898,100,186.8,0,67.3,0,65.0,11,100.3,192,6189,2614,135.7,123,242,17.2,473,44.0,
4:55:27 PM,,1897,100,186.8,0,66.7,0,65.5,11,102.9,192,6213,2626,133.5,123,242,17.3,474,42.9,
4:55:28 PM,,1897,100,186.8,0,66.7,0,64.4,11,102.0,192,6199,2618,134.9,123,242,17.2,474,47.4,
4:55:29 PM,,1896,100,186.8,0,66.7,0,63.8,11,98.5,192,6209,2624,131.0,123,242,17.3,474,49.6,
4:55:30 PM,,1899,100,186.8,0,66.7,0,63.8,11,104.7,192,6200,2618,132.7,123,242,17.2,475,52.8,
4:55:31 PM,,1900,100,186.8,0,66.7,0,63.8,11,98.9,192,6205,2621,133.1,123,242,17.2,475,51.0,
4:55:32 PM,,1897,100,186.8,0,66.7,0,64.4,11,102.9,192,6204,2622,134.1,123,242,17.3,475,51.2,
4:55:33 PM,,1898,99,186.8,0,67.3,0,65.0,11,99.1,192,6203,2619,134.4,123,242,17.2,475,51.5,
4:55:34 PM,,1900,100,186.8,0,66.7,0,64.4,11,99.5,192,6209,2622,135.0,123,242,17.2,476,50.2,
4:55:35 PM,,1898,99,186.8,0,66.7,0,65.0,11,100.0,192,6199,2618,135.5,123,242,17.2,476,42.8,
4:55:36 PM,,1896,100,186.8,0,67.3,0,64.4,11,102.8,192,6216,2627,134.5,123,242,17.2,477,45.7,
4:55:37 PM,,1898,100,186.8,0,67.3,0,64.4,11,100.6,192,6201,2619,134.9,123,242,17.2,477,46.7,
4:55:38 PM,,1897,100,186.8,0,66.7,0,64.4,11,100.4,192,6220,2629,133.5,123,242,17.3,477,42.6,
4:55:40 PM,,1899,100,186.8,0,67.3,0,65.0,11,101.6,192,6200,2619,134.8,123,242,17.2,477,49.3,
4:55:41 PM,,1900,100,186.8,0,66.7,0,64.4,11,102.0,192,6220,2628,130.6,123,242,17.2,478,44.0,
4:55:42 PM,,1898,100,186.8,0,67.3,0,64.4,11,98.7,192,6209,2624,133.1,123,242,17.3,478,51.8,
4:55:43 PM,,1903,99,186.8,0,67.3,0,64.4,11,102.2,192,6214,2626,133.5,123,242,17.3,478,50.8,
4:55:44 PM,,1900,100,186.8,0,67.3,0,64.4,11,101.6,192,6205,2624,135.0,123,242,17.3,479,51.5,
4:55:45 PM,,1901,99,186.8,0,66.7,0,64.4,11,105.5,192,6200,2619,134.3,123,242,17.2,479,48.9,
4:55:46 PM,,1896,100,186.8,0,67.3,0,64.4,11,104.3,192,6207,2621,136.2,123,242,17.2,479,47.9,
4:55:47 PM,,1897,100,186.8,0,67.3,0,65.0,11,102.9,192,6208,2623,135.5,123,242,17.2,479,43.8,
4:55:48 PM,,1899,99,186.8,0,67.3,0,65.0,11,102.4,192,6216,2627,134.1,123,242,17.3,480,47.7,
4:55:49 PM,,1901,99,186.8,0,66.7,0,63.8,11,102.0,192,6199,2620,134.5,123,242,17.3,480,39.1,
4:55:50 PM,,1899,100,186.8,0,66.7,0,65.0,11,103.2,192,6216,2627,133.6,123,242,17.3,480,41.8,
4:55:51 PM,,1898,100,186.8,0,66.7,0,64.4,11,102.9,192,6204,2622,133.9,123,242,17.3,481,41.6,
4:55:52 PM,,1900,100,186.8,0,66.7,0,65.0,11,98.5,192,6225,2631,130.6,123,242,17.3,481,46.4,
4:55:53 PM,,1899,100,186.8,0,66.7,0,65.0,11,100.8,192,6203,2621,132.1,123,242,17.3,481,50.1,
4:55:54 PM,,1897,100,186.8,0,66.7,0,65.0,11,103.7,192,6211,2623,133.0,123,242,17.2,481,45.9,
4:55:55 PM,,1896,100,186.8,0,66.7,0,64.4,11,99.8,192,6197,2619,134.8,123,242,17.3,482,50.9,
4:55:56 PM,,1897,100,186.8,0,66.7,0,65.0,11,99.7,192,6202,2619,134.5,123,242,17.2,482,48.2,
4:55:57 PM,,1900,100,186.8,0,66.7,0,64.4,11,100.6,192,6212,2623,135.1,123,242,17.2,482,48.7,
4:55:58 PM,,1898,100,186.8,0,66.7,0,64.4,11,101.6,192,6204,2620,134.3,123,242,17.2,483,49.8,
4:55:59 PM,,1897,100,186.8,0,66.7,0,63.8,11,101.2,192,6212,2623,134.1,123,242,17.2,483,48.5,
4:56:00 PM,,1894,100,186.8,0,67.3,0,64.4,11,103.2,192,6188,2615,134.7,123,242,17.3,483,38.7,
4:56:01 PM,,1900,100,186.8,0,67.3,0,64.4,11,104.5,192,6211,2621,132.5,123,242,17.2,483,44.0,
4:56:02 PM,,1898,100,186.8,0,67.3,0,64.4,11,99.3,192,6203,2619,134.5,123,242,17.2,484,48.3,
4:56:03 PM,,1900,100,186.8,0,66.7,0,64.4,11,98.1,192,6218,2628,131.1,123,242,17.3,484,44.6,
4:56:04 PM,,1896,100,186.8,0,66.7,0,63.8,11,101.8,192,6194,2616,131.7,123,242,17.2,484,52.3,
