Time,Pump ID,Engine RPM,Engine % Load,Engine Coolant Temperature,Fuel Temperature,Fuel Pressure,Engine Oil Temperature,Engine Oil Pressure,Gear,Transmission Oil Pressure,Transmission Oil Temperature,Discharge Pressure, Hydraulic Power,Lube Oil Pressure,Lube Oil Temperature,Pump RPM,Discharge Rate,Discharge Total,Charge Pressure
1:18:17 PM,,700,21,138.2,0,46.4,0,67.9,9,32.6,136,104,0,61.2,101,0,0.0,3076,68.5,
1:18:18 PM,,700,21,138.2,0,46.4,0,67.9,9,32.2,138,103,0,61.0,101,0,0.0,3076,67.8,
1:18:19 PM,,700,21,138.2,0,46.4,0,67.9,9,32.2,138,104,0,61.0,101,0,0.0,3076,71.0,
1:18:20 PM,,700,21,138.2,0,46.4,0,67.9,9,32.0,138,104,0,61.0,101,0,0.0,3076,67.5,
1:18:21 PM,,700,21,138.2,0,46.4,0,67.9,9,32.0,138,101,0,60.8,102,0,0.0,3076,66.7,
2:31:03 PM,,1903,100,185.0,0,71.3,0,63.2,11,99.2,190,6426,2724,117.2,106,243,17.3,3280,56.0,
2:31:04 PM,,1908,100,183.2,0,70.8,0,63.2,11,97.8,190,6437,2729,117.1,106,243,17.3,3280,59.4,
2:31:05 PM,,1906,100,185.0,0,70.8,0,62.6,11,99.8,190,6442,2733,113.9,106,243,17.3,3281,55.1,
2:31:06 PM,,1908,100,185.0,0,71.3,0,63.2,11,100.3,190,6416,2725,116.0,106,243,17.3,3281,49.7,
2:31:07 PM,,1911,100,183.2,0,70.8,0,63.2,11,100.5,190,6450,2735,116.3,106,243,17.3,3281,57.5,
2:31:08 PM,,1907,100,185.0,0,71.3,0,63.2,11,102.9,190,6443,2736,117.2,106,243,17.3,3282,49.9,
2:31:09 PM,,1909,100,185.0,0,71.3,0,63.8,11,100.3,190,6454,2743,115.2,106,243,17.3,3282,59.5,
2:31:10 PM,,1908,100,183.2,0,70.8,0,63.2,11,102.3,190,6445,2737,115.9,106,243,17.3,3282,58.8,
2:31:11 PM,,1909,100,185.0,0,71.3,0,63.2,11,98.6,190,6430,2729,117.0,106,243,17.3,3283,60.1,
2:31:12 PM,,1911,100,183.2,0,70.8,0,63.2,11,98.6,190,6462,2742,115.2,106,243,17.3,3283,55.4,
2:31:13 PM,,1909,100,183.2,0,71.3,0,63.8,11,99.4,190,6442,2738,116.0,106,243,17.3,3283,61.1,
2:31:14 PM,,1909,100,185.0,0,71.3,0,63.2,11,100.1,190,6461,2744,114.8,106,243,17.3,3283,56.0,
2:31:15 PM,,1910,100,185.0,0,70.8,0,63.2,11,96.4,190,6429,2730,116.0,106,243,17.3,3284,47.3,
2:31:16 PM,,1911,100,185.0,0,71.3,0,63.2,11,101.1,190,6449,2739,115.3,106,243,17.3,3284,56.5,
2:31:17 PM,,1906,100,183.2,0,71.3,0,63.2,11,99.2,190,6427,2729,117.3,106,243,17.3,3284,52.6,
2:31:18 PM,,1906,100,185.0,0,70.8,0,63.8,11,99.8,190,6438,2730,114.6,106,243,17.3,3285,58.3,
2:31:19 PM,,1907,100,183.2,0,70.8,0,63.2,11,100.9,190,6441,2731,115.2,106,243,17.3,3285,56.9,
