Time,Pump ID,Engine RPM,Engine % Load,Engine Coolant Temperature,Fuel Temperature,Fuel Pressure,Engine Oil Temperature,Engine Oil Pressure,Gear,Transmission Oil Pressure,Transmission Oil Temperature,Discharge Pressure, Hydraulic Power,Lube Oil Pressure,Lube Oil Temperature,Pump RPM,Discharge Rate,Discharge Total,Charge Pressure
7:39:52 AM,,700,3,113.0,0,46.4,0,70.8,0,47.6,113,-27,-1,108.9,87,27,1.9,63,36.6,
8:01:27 AM,,1906,100,181.4,0,62.1,0,64.4,11,113.4,181,6290,2667,119.8,95,243,17.3,330,40.7,
8:01:28 AM,,1905,100,181.4,0,62.1,0,64.4,11,113.4,181,6303,2671,118.8,95,243,17.3,330,49.5,
8:01:29 AM,,1902,100,181.4,0,62.1,0,64.4,11,112.2,181,6287,2664,117.7,95,243,17.3,331,42.9,
8:01:30 AM,,1903,100,181.4,0,62.1,0,64.4,11,111.2,181,6297,2668,118.3,95,243,17.3,331,48.3,
8:01:31 AM,,1903,100,181.4,0,62.1,0,65.0,11,110.8,181,6279,2660,117.7,95,243,17.3,331,43.1,
8:01:32 AM,,1906,100,181.4,0,61.5,0,64.4,11,110.1,181,6295,2665,116.6,95,243,17.3,331,51.7,
8:01:33 AM,,1903,100,181.4,0,61.5,0,65.0,11,110.4,181,6283,2662,114.1,95,243,17.3,332,43.0,
8:01:34 AM,,1902,100,181.4,0,62.1,0,64.4,11,112.2,181,6289,2662,117.0,95,243,17.3,332,47.3,
8:01:35 AM,,1905,100,183.2,0,61.5,0,64.4,11,109.8,181,6280,2658,117.2,95,243,17.3,332,46.2,
8:01:36 AM,,1902,100,181.4,0,62.1,0,63.8,11,110.3,181,6292,2664,118.5,95,243,17.3,333,49.6,
8:01:37 AM,,1902,100,183.2,0,61.5,0,64.4,11,112.0,181,6286,2663,118.3,95,243,17.3,333,41.7,
8:01:38 AM,,1905,100,181.4,0,61.5,0,65.0,11,112.9,181,6296,2667,117.2,95,243,17.3,333,50.7,
8:01:39 AM,,1903,100,181.4,0,62.1,0,64.4,11,111.6,181,6284,2660,115.2,95,243,17.3,334,43.0,
8:01:40 AM,,1907,100,181.4,0,62.1,0,64.4,11,109.8,181,6284,2662,116.1,95,243,17.3,334,46.6,
8:01:41 AM,,1902,100,181.4,0,62.1,0,63.8,11,110.8,181,6284,2660,114.9,95,243,17.3,334,46.0,
8:01:42 AM,,1902,100,181.4,0,62.1,0,63.8,11,111.0,181,6294,2667,114.7,95,243,17.3,334,52.0,
8:01:43 AM,,1901,100,181.4,0,62.1,0,63.8,11,110.6,181,6285,2663,111.7,95,243,17.3,335,48.0,
8:01:44 AM,,1905,100,181.4,0,61.5,0,64.4,11,111.4,181,6297,2666,115.3,95,243,17.3,335,50.7,
8:01:45 AM,,1905,100,181.4,0,62.1,0,64.4,11,111.4,181,6289,2664,115.5,95,243,17.3,335,49.8,
8:01:46 AM,,1903,100,181.4,0,62.1,0,63.8,11,111.6,181,6290,2663,117.0,95,243,17.3,336,48.7,
8:01:47 AM,,1904,100,181.4,0,61.5,0,64.4,11,110.3,181,6296,2669,114.3,95,243,17.3,336,48.5,
8:01:48 AM,,1904,100,181.4,0,62.1,0,64.4,11,109.8,181,6294,2667,115.7,95,243,17.3,336,48.5,
8:01:49 AM,,1903,100,181.4,0,61.5,0,63.8,11,108.9,181,6288,2662,112.3,95,243,17.3,336,49.7,
8:01:50 AM,,1900,100,183.2,0,61.5,0,63.8,11,109.5,181,6276,2657,114.5,95,243,17.3,337,49.0,
8:01:51 AM,,1904,100,181.4,0,61.5,0,63.8,11,110.8,181,6287,2661,113.0,95,243,17.3,337,49.7,
8:01:52 AM,,1902,100,181.4,0,62.1,0,63.8,11,110.6,181,6286,2663,112.7,95,243,17.3,337,49.5,
8:01:53 AM,,1907,100,181.4,0,62.1,0,63.8,11,109.3,181,6287,2662,108.7,95,243,17.3,338,49.0,
8:01:54 AM,,1904,100,181.4,0,62.1,0,64.4,11,110.1,181,6290,2665,113.5,95,243,17.3,338,48.2,
8:01:55 AM,,1902,100,181.4,0,61.5,0,64.4,11,110.3,181,6287,2661,114.1,95,243,17.3,338,49.6,
8:01:56 AM,,1900,100,181.4,0,62.1,0,64.4,11,113.2,181,6279,2660,115.9,95,243,17.3,338,48.3,
8:01:57 AM,,1900,100,181.4,0,61.5,0,65.0,11,112.9,181,6286,2661,112.5,95,243,17.3,339,49.1,
8:01:58 AM,,1905,100,181.4,0,62.1,0,64.4,11,111.6,181,6295,2665,113.7,95,243,17.3,339,50.1,
