Time,Pump ID,Engine RPM,Engine % Load,Engine Coolant Temperature,Fuel Temperature,Fuel Pressure,Engine Oil Temperature,Engine Oil Pressure,Gear,Transmission Oil Pressure,Transmission Oil Temperature,Discharge Pressure, Hydraulic Power,Lube Oil Pressure,Lube Oil Temperature,Pump RPM,Discharge Rate,Discharge Total,Charge Pressure
8:04:58 AM,Tucker 8,0,0,82.4,82,0.6,82,0.0,0,-0.8,85,4,0,0.0,-112,0,0.0,1468,9.9,
8:38:57 AM,Tucker 8,700,14,150.8,144,110.8,149,63.8,7,163.5,122,46,6,106.5,89,104,5.4,1542,52.9,
8:38:58 AM,Tucker 8,700,14,150.8,144,110.8,149,63.8,7,165.3,122,47,6,106.8,89,104,5.4,1542,55.5,
8:38:59 AM,Tucker 8,785,30,150.8,144,114.3,149,74.8,7,166.8,122,46,6,112.5,89,103,5.3,1542,57.8,
8:39:00 AM,Tucker 8,882,57,150.8,144,114.3,149,79.5,7,168.3,122,42,6,117.4,89,111,5.8,1542,51.1,
8:39:01 AM,Tucker 8,913,24,150.8,144,117.2,149,82.9,7,168.6,122,44,7,118.0,89,120,6.2,1542,51.9,
8:39:02 AM,Tucker 8,1007,23,150.8,144,120.1,149,86.4,7,170.0,122,51,9,119.9,89,134,6.9,1542,54.8,
8:39:03 AM,Tucker 8,1026,12,150.8,144,120.1,149,87.0,7,170.5,122,48,9,121.9,89,146,7.6,1542,55.6,
8:39:04 AM,Tucker 8,1099,17,150.8,144,121.8,149,88.7,7,173.4,122,50,10,124.9,89,153,7.9,1542,54.1,
8:39:05 AM,Tucker 8,1199,17,150.8,144,123.5,149,92.8,7,176.3,122,54,11,129.3,89,163,8.4,1543,49.2,
8:39:06 AM,Tucker 8,1291,18,150.8,144,121.2,149,95.1,7,178.8,122,65,15,133.1,89,176,9.1,1543,49.1,
8:39:07 AM,Tucker 8,1349,42,150.8,144,127.6,149,97.4,7,181.4,122,73,17,136.6,89,187,9.7,1543,48.8,
8:39:08 AM,Tucker 8,1421,16,150.8,144,128.2,149,100.9,7,177.8,122,79,20,138.9,89,200,10.4,1543,51.0,
8:39:09 AM,Tucker 8,1497,22,150.8,144,128.2,149,103.2,7,182.9,122,105,28,141.8,89,214,11.1,1543,56.6,
8:39:10 AM,Tucker 8,1548,35,150.8,144,129.3,149,105.0,7,184.6,122,100,29,144.3,89,231,12.0,1544,50.8,
8:39:11 AM,Tucker 8,1632,12,150.8,144,130.5,149,108.5,7,186.9,122,108,33,147.6,89,244,12.6,1544,46.3,
8:39:12 AM,Tucker 8,1716,15,150.8,144,133.4,149,110.8,7,187.8,122,126,41,151.7,89,256,13.3,1544,48.1,
8:39:13 AM,Tucker 8,1818,16,150.8,144,131.7,150,114.3,7,188.9,122,136,46,156.1,89,268,13.9,1544,50.2,
8:39:14 AM,Tucker 8,1932,15,150.8,144,134.6,150,117.7,7,189.2,122,154,55,159.5,90,282,14.6,1544,52.8,
8:39:15 AM,Tucker 8,1972,15,150.8,144,136.9,150,119.5,7,191.1,122,153,58,160.5,90,300,15.6,1545,53.1,
8:39:16 AM,Tucker 8,1957,11,150.8,144,136.9,150,118.9,7,190.4,122,158,62,159.8,90,309,16.0,1545,52.0,
8:39:17 AM,Tucker 8,1945,11,150.8,144,136.3,150,117.7,7,188.8,122,147,58,159.9,90,309,16.0,1545,48.9,
8:39:18 AM,Tucker 8,1948,12,150.8,144,137.5,150,117.2,7,189.4,122,145,57,159.5,90,307,15.9,1545,49.8,
8:39:19 AM,Tucker 8,1951,12,150.8,144,137.5,150,117.2,7,190.1,122,162,63,158.1,90,306,15.9,1546,48.1,
8:39:20 AM,Tucker 8,1952,11,150.8,144,140.4,150,117.2,7,190.2,122,145,57,159.1,90,307,15.9,1546,48.4,
8:39:21 AM,Tucker 8,1949,11,150.8,144,141.5,150,116.6,7,188.6,122,154,60,159.2,90,307,15.9,1546,48.5,
8:39:22 AM,Tucker 8,1949,12,150.8,144,142.1,151,116.6,7,189.3,122,142,55,159.5,90,307,15.9,1547,50.1,
8:39:23 AM,Tucker 8,1951,12,150.8,144,142.7,151,116.6,7,189.4,122,139,54,159.2,90,307,15.9,1547,49.0,
8:39:24 AM,Tucker 8,1951,11,150.8,144,142.7,151,116.0,7,189.5,122,158,61,159.5,90,307,15.9,1547,48.1,
8:39:25 AM,Tucker 8,1948,12,150.8,144,142.7,151,115.4,7,187.7,122,153,60,159.1,90,307,15.9,1547,47.6,
8:39:26 AM,Tucker 8,1950,12,152.6,144,143.8,151,116.0,7,190.6,122,155,60,159.3,90,307,15.9,1548,44.8,
8:39:27 AM,Tucker 8,1951,12,152.6,145,143.8,151,116.0,7,187.0,122,158,62,160.1,90,307,15.9,1548,47.1,
8:39:28 AM,Tucker 8,1951,12,152.6,145,143.8,151,115.4,7,189.4,122,145,56,159.7,90,307,15.9,1548,51.1,
8:39:29 AM,Tucker 8,1953,11,152.6,145,142.7,151,115.4,7,189.5,122,167,65,159.7,90,307,15.9,1548,50.4,
8:39:30 AM,Tucker 8,1951,11,152.6,145,141.5,152,115.4,7,188.5,122,159,62,158.9,90,307,15.9,1549,49.5,
8:39:31 AM,Tucker 8,1950,11,152.6,145,140.9,152,115.4,7,189.2,122,154,60,159.8,90,308,15.9,1549,51.5,
8:39:32 AM,Tucker 8,1949,11,152.6,145,140.4,152,115.4,7,190.1,122,157,61,159.3,90,307,15.9,1549,48.7,
8:39:33 AM,Tucker 8,1951,11,152.6,145,140.4,152,115.4,7,189.0,122,143,56,159.8,90,307,15.9,1550,47.6,
8:39:34 AM,Tucker 8,1951,11,152.6,145,141.5,152,115.4,7,190.2,122,153,60,159.6,91,307,15.9,1550,49.4,
8:39:35 AM,Tucker 8,1950,11,152.6,145,142.7,152,114.8,7,189.4,122,161,63,159.1,91,307,15.9,1550,48.1,
8:39:36 AM,Tucker 8,1950,11,152.6,145,143.8,152,114.8,7,189.2,122,150,59,158.0,91,307,15.9,1551,48.4,
8:39:37 AM,Tucker 8,1950,11,152.6,145,144.4,153,114.8,7,189.2,122,156,61,158.7,91,307,15.9,1551,48.6,
